839634 function calls (824339 primitive calls) in 5.640 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {singleShot}
       22    0.000    0.000    0.000    0.000 enum.py:151(<dictcomp>)
        2    0.000    0.000    0.000    0.000 axis.py:2385(_update_offset_text_position)
        5    0.000    0.000    0.000    0.000 version.py:51(__lt__)
       11    0.000    0.000    0.000    0.000 traitlets.py:2129(__init__)
       22    0.000    0.000    0.000    0.000 enum.py:63(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:415(_init)
        1    0.000    0.000    0.000    0.000 {built-in method setPalette}
      130    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:380(sizeHint)
       16    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        6    0.000    0.000    0.000    0.000 patches.py:400(set_linestyle)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1704(_fix_ipython_backend2gui)
       18    0.000    0.000    0.000    0.000 magic.py:86(magics_class)
       39    0.000    0.000    0.000    0.000 deprecation.py:211(finalize)
        1    0.000    0.000    0.000    0.000 transforms.py:1746(Affine2DBase)
        1    0.000    0.000    0.000    0.000 gridspec.py:480(get_subplot_params)
       97    0.000    0.000    0.000    0.000 argparse.py:291(<listcomp>)
        1    0.000    0.000    0.000    0.000 enums.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method setCentralWidget}
      108    0.000    0.000    0.000    0.000 stride_tricks.py:540(<genexpr>)
        1    0.000    0.000    0.000    0.000 mouse_handlers.py:1(<module>)
        2    0.000    0.000    0.000    0.000 backend_qt5.py:822(set_history_buttons)
       72    0.000    0.000    0.000    0.000 argparse.py:1297(_registry_get)
       34    0.000    0.000    0.000    0.000 textwrap.py:115(__init__)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
       40    0.000    0.000    0.000    0.000 {method 'set_size' of 'matplotlib.ft2font.FT2Font' objects}
       52    0.000    0.000    0.000    0.000 transforms.py:1706(__array__)
        6    0.000    0.000    0.000    0.000 patches.py:472(set_joinstyle)
       79    0.000    0.000    0.000    0.000 argparse.py:233(_add_item)
        1    0.000    0.000    0.000    0.000 numeric.py:2137(identity)
       20    0.000    0.000    0.000    0.000 markers.py:243(__bool__)
      164    0.000    0.000    0.000    0.000 _base.py:638(<genexpr>)
        5    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
      130    0.000    0.000    0.000    0.000 {method 'intersection' of 'set' objects}
      137    0.000    0.000    0.000    0.000 pyparsing.py:2039(setWhitespaceChars)
       30    0.000    0.000    0.000    0.000 warnings.py:442(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method addSeparator}
        2    0.000    0.000    0.000    0.000 backend_qt5.py:770(set_cursor)
        4    0.000    0.000    0.000    0.000 __init__.py:373(__getitem__)
        1    0.000    0.000    0.000    0.000 classes.py:37(BaseDefinition)
        1    0.000    0.000    0.000    0.000 configurable.py:33(Configurable)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:7(<module>)
      123    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
       40    0.000    0.000    0.000    0.000 {method 'clear' of 'matplotlib.ft2font.FT2Font' objects}
       40    0.000    0.000    0.000    0.000 __init__.py:221(_releaseLock)
       15    0.000    0.000    0.000    0.000 Image.py:3115(register_extension)
      190    0.000    0.000    0.000    0.000 __init__.py:807(<listcomp>)
        1    0.000    0.000    0.000    0.000 trirefine.py:3(<module>)
        1    0.000    0.000    0.000    0.000 codeop.py:57(<module>)
        8    0.000    0.000    0.000    0.000 TiffImagePlugin.py:642(_register_basic)
        8    0.000    0.000    0.000    0.000 {built-in method setToolTip}
        1    0.000    0.000    0.000    0.000 {built-in method addToolBar}
       48    0.000    0.000    0.000    0.000 {built-in method math.log10}
      109    0.000    0.000    0.000    0.000 enum.py:619(value)
        1    0.000    0.000    0.000    0.000 mimetypes.py:24(<module>)
        1    0.000    0.000    0.000    0.000 clipboard.py:2(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1375(Ellipse)
        1    0.000    0.000    0.000    0.000 cmd.py:43(<module>)
       36    0.000    0.000    0.000    0.000 magic_arguments.py:180(__call__)
        1    0.000    0.000    0.000    0.000 manager.py:15(<module>)
       49    0.000    0.000    0.000    0.000 pyparsing.py:388(__getitem__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1998(__invert__)
        1    0.000    0.000    0.000    0.000 token.py:9(<module>)
       97    0.000    0.000    0.000    0.000 cycler.py:138(keys)
        1    0.000    0.000    0.000    0.000 core.py:6453(__array_finalize__)
       82    0.000    0.000    0.000    0.000 artist.py:571(get_gid)
       90    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
       59    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 patches.py:883(RegularPolygon)
        3    0.000    0.000    0.000    0.000 _common.py:128(_validate_fromutc_inputs)
        1    0.000    0.000    0.000    0.000 tempdir.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:64(_convert)
        1    0.000    0.000    0.000    0.000 patches.py:698(Rectangle)
       10    0.000    0.000    0.000    0.000 coloransi.py:113(__init__)
        6    0.000    0.000    0.000    0.000 core.py:282(_scalar_fill_value)
        1    0.000    0.000    0.000    0.000 _parser.py:1359(_tzparser)
        5    0.000    0.000    0.000    0.000 backend_qt5.py:250(_dpi_ratio)
      123    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
       38    0.000    0.000    0.000    0.000 __init__.py:677(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1067(_SubParsersAction)
       95    0.000    0.000    0.000    0.000 figure.py:438(_set_dpi)
        1    0.000    0.000    0.000    0.000 in_memory.py:1(<module>)
      123    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
       27    0.000    0.000    0.000    0.000 pathlib.py:761(name)
       15    0.000    0.000    0.000    0.000 core.py:1310(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2630(FigureManagerBase)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1080(ParserElement)
       13    0.000    0.000    0.000    0.000 rcsetup.py:200(validate_axisbelow)
       18    0.000    0.000    0.000    0.000 cache.py:56(decorator)
        1    0.000    0.000    0.000    0.000 pyplot.py:303(_warn_if_gui_out_of_main_thread)
        1    0.000    0.000    0.000    0.000 displayhook.py:23(DisplayHook)
        1    0.000    0.000    0.000    0.000 linalg.py:73(_determine_error_states)
        5    0.000    0.000    0.000    0.000 version.py:331(_cmp)
        1    0.000    0.000    0.000    0.000 transforms.py:849(update_from_path)
       18    0.000    0.000    0.000    0.000 axis.py:1897(<genexpr>)
        3    0.000    0.000    0.000    0.000 cache.py:103(new_callable)
        1    0.000    0.000    0.000    0.000 dates.py:1114(RRuleLocator)
      228    0.000    0.000    0.000    0.000 font_manager.py:800(get_size_in_points)
        6    0.000    0.000    0.000    0.000 transforms.py:369(size)
        8    0.000    0.000    0.000    0.000 qt_compat.py:211(_setDevicePixelRatioF)
      134    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        3    0.000    0.000    0.000    0.000 __init__.py:39(_get_running_interactive_framework)
       13    0.000    0.000    0.000    0.000 pyparsing.py:3759(__str__)
       11    0.000    0.000    0.000    0.000 magic_arguments.py:102(add_usage)
        1    0.000    0.000    0.000    0.000 base.py:34(__or__)
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.jpeg_encoder}
        1    0.000    0.000    0.000    0.000 uuid.py:63(SafeUUID)
      112    0.000    0.000    0.000    0.000 patches.py:1885(<genexpr>)
        1    0.000    0.000    0.000    0.000 ElementTree.py:495(QName)
      123    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
        3    0.000    0.000    0.000    0.000 core.py:345(maximum_fill_value)
        1    0.000    0.000    0.000    0.000 python.py:847(NumPyLexer)
       62    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 mouse_events.py:17(<module>)
       38    0.000    0.000    0.000    0.000 __init__.py:187(_checkLevel)
      163    0.000    0.000    0.000    0.000 multiarray.py:716(dot)
        2    0.000    0.000    0.000    0.000 transforms.py:1629(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
        1    0.000    0.000    0.000    0.000 ast.py:30(parse)
      123    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 animation.py:789(HTMLWriter)
       40    0.000    0.000    0.000    0.000 lines.py:503(get_fillstyle)
        1    0.000    0.000    0.000    0.000 backend_tools.py:31(Cursors)
        4    0.000    0.000    0.000    0.000 pyparsing.py:397(__setitem__)
        1    0.000    0.000    0.000    0.000 patches.py:19(Patch)
       20    0.000    0.000    0.000    0.000 traitlets.py:855(default)
       49    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
       22    0.000    0.000    0.000    0.000 six.py:824(metaclass)
       14    0.000    0.000    0.000    0.000 transforms.py:2236(get_matrix)
        1    0.000    0.000    0.000    0.000 _polybase.py:18(ABCPolyBase)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(min_scalar_type)
        2    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
       69    0.000    0.000    0.000    0.000 pathlib.py:990(_init)
      154    0.000    0.000    0.000    0.000 __init__.py:1756(<listcomp>)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(unravel_index)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3807(__init__)
      149    0.000    0.000    0.000    0.000 fromnumeric.py:2251(_any_dispatcher)
        1    0.000    0.000    0.000    0.000 collections.py:1233(RegularPolyCollection)
      268    0.000    0.000    0.000    0.000 inspect.py:2518(annotation)
        1    0.000    0.000    0.000    0.000 twodim_base.py:156(eye)
       32    0.000    0.000    0.000    0.000 normalizer.py:100(decorator)
       25    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
       26    0.000    0.000    0.000    0.000 cache.py:19(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method setCursor}
        1    0.000    0.000    0.000    0.000 _methods.py:59(_all)
       15    0.000    0.000    0.000    0.000 rcsetup.py:84(_listify_validator)
        1    0.000    0.000    0.000    0.000 _internal.py:239(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 _cm.py:158(<dictcomp>)
       12    0.000    0.000    0.000    0.000 patches.py:269(get_patch_transform)
        1    0.000    0.000    0.000    0.000 tritools.py:3(<module>)
        8    0.000    0.000    0.000    0.000 axis.py:854(_translate_tick_kw)
        1    0.000    0.000    0.000    0.000 hooks.py:29(<module>)
        2    0.000    0.000    0.000    0.000 numeric.py:148(ones)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:210(_set_array_types)
        3    0.000    0.000    0.000    0.000 rcsetup.py:487(validate_whiskers)
       25    0.000    0.000    0.000    0.000 rcsetup.py:773(_validate_greaterequal0_lessequal1)
       79    0.000    0.000    0.000    0.000 overrides.py:126(decorator)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:2061(<dictcomp>)
        4    0.000    0.000    0.000    0.000 _base.py:4036(get_children)
       10    0.000    0.000    0.000    0.000 __init__.py:216(_logged_cached)
       22    0.000    0.000    0.000    0.000 re.py:252(escape)
      174    0.000    0.000    0.000    0.000 path.py:202(vertices)
        1    0.000    0.000    0.000    0.000 base.py:92(__missing__)
        1    0.000    0.000    0.000    0.000 debug.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(all)
        1    0.000    0.000    0.000    0.000 syspathcontext.py:8(<module>)
        1    0.000    0.000    0.000    0.000 frame.py:4(<module>)
        1    0.000    0.000    0.000    0.000 pydoc.py:369(Doc)
        9    0.000    0.000    0.000    0.000 deprecation.py:433(<listcomp>)
       22    0.000    0.000    0.000    0.000 six.py:829(__prepare__)
        1    0.000    0.000    0.000    0.000 context.py:1(<module>)
        4    0.000    0.000    0.000    0.000 platform.py:1221(python_implementation)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        1    0.000    0.000    0.000    0.000 figure.py:106(add)
        1    0.000    0.000    0.000    0.000 prefilter.py:344(PrefilterTransformer)
        1    0.000    0.000    0.000    0.000 typing.py:290(_SpecialForm)
        1    0.000    0.000    0.000    0.000 numerictypes.py:590(_register_types)
        1    0.000    0.000    0.000    0.000 filter.py:10(<module>)
       27    0.000    0.000    0.000    0.000 functools.py:445(lru_cache)
       30    0.000    0.000    0.000    0.000 getlimits.py:17(_fr0)
       16    0.000    0.000    0.000    0.000 ticker.py:2061(__init__)
       32    0.000    0.000    0.000    0.000 backend_bases.py:884(set_antialiased)
       38    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(__init__)
      102    0.000    0.000    0.000    0.000 pyparsing.py:2137(streamline)
        1    0.000    0.000    0.000    0.000 filecmp.py:11(<module>)
        1    0.000    0.000    0.000    0.000 search_state.py:1(<module>)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
       79    0.000    0.000    0.000    0.000 overrides.py:115(set_module)
       66    0.000    0.000    0.000    0.000 traceback.py:239(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:1824(TriMesh)
        1    0.000    0.000    0.000    0.000 prefilter.py:78(PrefilterManager)
        1    0.000    0.000    0.000    0.000 {built-in method _socket.gethostname}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 backend_bases.py:1366(MouseButton)
        1    0.000    0.000    0.000    0.000 backend_tools.py:524(ToolViewsPositions)
       28    0.000    0.000    0.000    0.000 inspect.py:1830(_signature_is_functionlike)
        7    0.000    0.000    0.000    0.000 getlimits.py:514(__init__)
        1    0.000    0.000    0.000    0.000 debugger.py:214(Pdb)
        2    0.000    0.000    0.000    0.000 random.py:88(__init__)
       26    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 cm.py:219(__init__)
        1    0.000    0.000    0.000    0.000 paths.py:88(get_ipython_package_dir)
        9    0.000    0.000    0.000    0.000 typing.py:530(__init__)
       20    0.000    0.000    0.000    0.000 lines.py:913(get_markeredgecolor)
      114    0.000    0.000    0.000    0.000 font_manager.py:912(set_file)
       11    0.000    0.000    0.000    0.000 loader.py:283(__setattr__)
       45    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        2    0.000    0.000    0.000    0.000 getipython.py:17(get_ipython)
        1    0.000    0.000    0.000    0.000 prefilter.py:532(PrefilterHandler)
      206    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 backend_bases.py:3273(update)
        1    0.000    0.000    0.000    0.000 _subplots.py:199(subplot_class_factory)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
        1    0.000    0.000    0.000    0.000 _formlayout.py:57(ColorButton)
      150    0.000    0.000    0.000    0.000 text.py:852(get_text)
       22    0.000    0.000    0.000    0.000 argparse.py:245(end_section)
        1    0.000    0.000    0.000    0.000 cache.py:5(<module>)
        2    0.000    0.000    0.000    0.000 core.py:6629(__init__)
        1    0.000    0.000    0.000    0.000 dbapi2.py:56(register_adapters_and_converters)
       35    0.000    0.000    0.000    0.000 style.py:47(colorformat)
        1    0.000    0.000    0.000    0.000 traitlets.py:254(link)
      184    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       32    0.000    0.000    0.000    0.000 numeric.py:1865(isscalar)
      202    0.000    0.000    0.000    0.000 artist.py:1043(sticky_edges)
        1    0.000    0.000    0.000    0.000 logger.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:573(parser)
        1    0.000    0.000    0.000    0.000 format.py:163(<module>)
       44    0.000    0.000    0.000    0.000 argparse.py:197(_dedent)
       97    0.000    0.000    0.000    0.000 docstring.py:65(do_copy)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
       45    0.000    0.000    0.000    0.000 six.py:105(__init__)
        1    0.000    0.000    0.000    0.000 terminal.py:10(<module>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3142(__init__)
        1    0.000    0.000    0.000    0.000 pyplot.py:1891(colormaps)
        1    0.000    0.000    0.000    0.000 wintypes.py:155(WIN32_FIND_DATAW)
       32    0.000    0.000    0.000    0.000 axis.py:573(locator)
        1    0.000    0.000    0.000    0.000 getopt.py:15(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:1168(__class_getitem__)
        3    0.000    0.000    0.000    0.000 datetime.py:1496(__new__)
        1    0.000    0.000    0.000    0.000 pyplot.py:3100(sci)
        1    0.000    0.000    0.000    0.000 signatures.py:5(<module>)
       56    0.000    0.000    0.000    0.000 patches.py:1901(_register_style)
        1    0.000    0.000    0.000    0.000 pyplot.py:755(get_fignums)
        1    0.000    0.000    0.000    0.000 dates.py:1465(YearLocator)
        1    0.000    0.000    0.000    0.000 _base.py:1370(set_adjustable)
        1    0.000    0.000    0.000    0.000 traitlets.py:980(HasTraits)
        1    0.000    0.000    0.000    0.000 cache.py:13(<module>)
        6    0.000    0.000    0.000    0.000 numerictypes.py:436(__getitem__)
       40    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
      141    0.000    0.000    0.000    0.000 inspect.py:2826(return_annotation)
        1    0.000    0.000    0.000    0.000 transforms.py:1500(get_matrix)
        1    0.000    0.000    0.000    0.000 processors.py:268(DisplayMultipleCursors)
       15    0.000    0.000    0.000    0.000 pyparsing.py:3995(__str__)
        1    0.000    0.000    0.000    0.000 embed.py:110(InteractiveShellEmbed)
       28    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2772(_Mode)
        1    0.000    0.000    0.000    0.000 defaults.py:6(<module>)
       32    0.000    0.000    0.000    0.000 normalizer.py:88(_register_rule)
       69    0.000    0.000    0.000    0.000 {built-in method math.radians}
        1    0.000    0.000    0.000    0.000 datetime.py:2097(timezone)
        1    0.000    0.000    0.000    0.000 timeit.py:49(<module>)
       11    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
       17    0.000    0.000    0.000    0.000 __init__.py:38(__getattr__)
        3    0.000    0.000    0.000    0.000 cache.py:26(get)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:628(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pydoc.py:1750(<listcomp>)
       44    0.000    0.000    0.000    0.000 core.py:1357(getmask)
        2    0.000    0.000    0.000    0.000 _mapping.py:14(<module>)
        1    0.000    0.000    0.000    0.000 random.py:97(seed)
      102    0.000    0.000    0.000    0.000 patches.py:1878(<genexpr>)
        6    0.000    0.000    0.000    0.000 traitlets.py:1530(__init__)
       15    0.000    0.000    0.000    0.000 traitlets.py:2558(class_init)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
      173    0.000    0.000    0.000    0.000 font_manager.py:803(get_file)
       16    0.000    0.000    0.000    0.000 shape_base.py:219(_vhstack_dispatcher)
        4    0.000    0.000    0.000    0.000 function_base.py:2053(__init__)
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:158(_property)
        3    0.000    0.000    0.000    0.000 pyparsing.py:4270(__init__)
        1    0.000    0.000    0.000    0.000 geo.py:14(GeoAxes)
        1    0.000    0.000    0.000    0.000 threading.py:758(__init__)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2355(all)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:19(<module>)
       39    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
        1    0.000    0.000    0.000    0.000 Image.py:3249(_apply_env_variables)
       40    0.000    0.000    0.000    0.000 backend_agg.py:281(points_to_pixels)
        5    0.000    0.000    0.000    0.000 traitlets.py:2151(<listcomp>)
        1    0.000    0.000    0.000    0.000 pylabtools.py:2(<module>)
      119    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
        4    0.000    0.000    0.000    0.000 platform.py:1117(_sys_version)
      211    0.000    0.000    0.000    0.000 argparse.py:658(<genexpr>)
        1    0.000    0.000    0.000    0.000 payload.py:28(PayloadManager)
        1    0.000    0.000    0.000    0.000 iterable.py:185(Sequence)
        1    0.000    0.000    0.000    0.000 figure.py:1086(_process_projection_requirements)
        1    0.000    0.000    0.000    0.000 numerictypes.py:443(_construct_lookups)
        1    0.000    0.000    0.000    0.000 image.py:215(_ImageBase)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:16(<module>)
        1    0.000    0.000    0.000    0.000 pretty.py:158(_PrettyPrinterBase)
        1    0.000    0.000    0.000    0.000 prefilter.py:374(PrefilterChecker)
       18    0.000    0.000    0.000    0.000 transforms.py:52(_make_str_method)
       86    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 _common.py:3(<module>)
        8    0.000    0.000    0.000    0.000 axis.py:1093(<listcomp>)
       36    0.000    0.000    0.000    0.000 argparse.py:1508(_check_conflict)
        1    0.000    0.000    0.000    0.000 functions.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedRandom' objects}
        5    0.000    0.000    0.000    0.000 figure.py:415(get_axes)
        5    0.000    0.000    0.000    0.000 TiffImagePlugin.py:625(decorator)
      135    0.000    0.000    0.000    0.000 enum.py:614(name)
        1    0.000    0.000    0.000    0.000 _constrained_layout.py:14(<module>)
        1    0.000    0.000    0.000    0.000 bunch.py:4(<module>)
       40    0.000    0.000    0.000    0.000 text.py:24(_wrap_text)
        6    0.000    0.000    0.000    0.000 figure.py:65(as_list)
       16    0.000    0.000    0.000    0.000 scale.py:98(__init__)
       20    0.000    0.000    0.000    0.000 core.py:3632(_get_data)
        4    0.000    0.000    0.000    0.000 uuid.py:121(__init__)
        1    0.000    0.000    0.000    0.000 text.py:1523(Annotation)
        1    0.000    0.000    0.000    0.000 argparse.py:152(HelpFormatter)
        1    0.000    0.000    0.000    0.000 ipstruct.py:8(<module>)
        1    0.000    0.000    0.000    0.000 processors.py:415(ShowLeadingWhiteSpaceProcessor)
       32    0.000    0.000    0.000    0.000 {built-in method math.floor}
        2    0.000    0.000    0.000    0.000 __init__.py:186(_remove_proxy)
        6    0.000    0.000    0.000    0.000 core.py:215(_get_dtype_of)
       12    0.000    0.000    0.000    0.000 artist.py:585(get_snap)
        1    0.000    0.000    0.000    0.000 _base.py:2815(set_axisbelow)
        1    0.000    0.000    0.000    0.000 dates.py:1220(AutoDateLocator)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:202(_add_array_type)
        4    0.000    0.000    0.000    0.000 ticker.py:760(get_offset)
       44    0.000    0.000    0.000    0.000 argparse.py:193(_indent)
       35    0.000    0.000    0.000    0.000 magic_arguments.py:224(__init__)
        1    0.000    0.000    0.000    0.000 token.py:17(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:1769(PatchCollection)
        1    0.000    0.000    0.000    0.000 axis3d.py:35(Axis)
        1    0.000    0.000    0.000    0.000 pdb.py:136(Pdb)
        1    0.000    0.000    0.000    0.000 dimension.py:4(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
       49    0.000    0.000    0.000    0.000 {built-in method math.cos}
        2    0.000    0.000    0.000    0.000 figure.py:941(set_edgecolor)
        9    0.000    0.000    0.000    0.000 argparse.py:1443(_get_positional_kwargs)
      125    0.000    0.000    0.000    0.000 typing.py:610(<genexpr>)
       36    0.000    0.000    0.000    0.000 {method 'issuperset' of 'set' objects}
        1    0.000    0.000    0.000    0.000 pep8.py:151(PEP8Normalizer)
       11    0.000    0.000    0.000    0.000 {built-in method PyQt5.QtCore.qVersion}
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:16(numeric_type_aliases)
       19    0.000    0.000    0.000    0.000 typing.py:661(__hash__)
        1    0.000    0.000    0.000    0.000 fractions.py:60(Fraction)
        7    0.000    0.000    0.000    0.000 rcsetup.py:292(validate_backend)
        1    0.000    0.000    0.000    0.000 Image.py:419(_getdecoder)
       27    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 image.py:302(changed)
        1    0.000    0.000    0.000    0.000 triangulation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:591(_GenericAlias)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:1454(__get_gettz)
       44    0.000    0.000    0.000    0.000 argparse.py:249(add_text)
       32    0.000    0.000    0.000    0.000 axis.py:586(formatter)
       47    0.000    0.000    0.000    0.000 named_commands.py:31(decorator)
      133    0.000    0.000    0.000    0.000 six.py:88(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:1001(Polygon)
        1    0.000    0.000    0.000    0.000 _parser.py:1361(_result)
        4    0.000    0.000    0.000    0.000 axis.py:1359(get_major_locator)
        2    0.000    0.000    0.000    0.000 py3compat.py:44(_modify_str_or_docstring)
        4    0.000    0.000    0.000    0.000 axis.py:763(limit_range_for_scale)
        3    0.000    0.000    0.000    0.000 glob.py:145(has_magic)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2023(suppress)
       11    0.000    0.000    0.000    0.000 argparse.py:253(add_usage)
        1    0.000    0.000    0.000    0.000 Image.py:514(Image)
        1    0.000    0.000    0.000    0.000 win32_input.py:23(ConsoleInputReader)
        1    0.000    0.000    0.000    0.000 environment.py:34(_BaseEnvironment)
        1    0.000    0.000    0.000    0.000 {built-in method winreg.ConnectRegistry}
        1    0.000    0.000    0.000    0.000 pathlib.py:106(_WindowsFlavour)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1755(draw_event)
       35    0.000    0.000    0.000    0.000 argparse.py:268(<listcomp>)
        8    0.000    0.000    0.000    0.000 {built-in method palette}
        1    0.000    0.000    0.000    0.000 re.py:313(filter)
       62    0.000    0.000    0.000    0.000 enum.py:195(<genexpr>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
        2    0.000    0.000    0.000    0.000 artist.py:1008(set_label)
       34    0.000    0.000    0.000    0.000 traitlets.py:919(__init__)
        1    0.000    0.000    0.000    0.000 normalizer.py:14(Normalizer)
        3    0.000    0.000    0.000    0.000 debugger.py:186(decorate_fn_with_doc)
       98    0.000    0.000    0.000    0.000 axis.py:582(formatter)
        1    0.000    0.000    0.000    0.000 displaypub.py:113(CapturingDisplayPublisher)
       16    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {built-in method setWindowTitle}
        1    0.000    0.000    0.000    0.000 _type_aliases.py:73(_add_types)
      160    0.000    0.000    0.000    0.000 transforms.py:1741(get_affine)
       20    0.000    0.000    0.000    0.000 transforms.py:2721(get_affine)
        1    0.000    0.000    0.000    0.000 patches.py:1095(Wedge)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 JpegPresets.py:72(<module>)
      102    0.000    0.000    0.000    0.000 enum.py:650(<lambda>)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 patches.py:1510(Circle)
        4    0.000    0.000    0.000    0.000 Image.py:3126(register_extensions)
        1    0.000    0.000    0.000    0.000 collections.py:1306(LineCollection)
        1    0.000    0.000    0.000    0.000 backend_tools.py:459(ToolMinorGrid)
        4    0.000    0.000    0.000    0.000 figure.py:892(get_size_inches)
        6    0.000    0.000    0.000    0.000 core.py:3726(filled)
        2    0.000    0.000    0.000    0.000 figure.py:628(get_children)
